letra,0_x,0_y,0_z,1_x,1_y,1_z,2_x,2_y,2_z,3_x,3_y,3_z,4_x,4_y,4_z,5_x,5_y,5_z,6_x,6_y,6_z,7_x,7_y,7_z,8_x,8_y,8_z,9_x,9_y,9_z,10_x,10_y,10_z,11_x,11_y,11_z,12_x,12_y,12_z,13_x,13_y,13_z,14_x,14_y,14_z,15_x,15_y,15_z,16_x,16_y,16_z,17_x,17_y,17_z,18_x,18_y,18_z,19_x,19_y,19_z,20_x,20_y,20_z
A,0.7796441316604614,0.6304622292518616,-4.0578527205070714e-07,0.7160382270812988,0.5976623296737671,-0.015318987891077995,0.6784225702285767,0.5201107263565063,-0.018420973792672157,0.6713577508926392,0.4453836977481842,-0.024482548236846924,0.6649019718170166,0.38850587606430054,-0.02584885247051716,0.6967684626579285,0.44803380966186523,0.01862553507089615,0.6970679759979248,0.3767419755458832,-0.007447998039424419,0.7064578533172607,0.4137256145477295,-0.022400982677936554,0.7070667743682861,0.4552987217903137,-0.025977402925491333,0.7333219051361084,0.43998396396636963,0.015138845890760422,0.7339147329330444,0.37217533588409424,-0.009339974261820316,0.7411238551139832,0.432880699634552,-0.01662883535027504,0.7379969358444214,0.46951794624328613,-0.012904114089906216,0.7694196701049805,0.44093161821365356,0.005127273499965668,0.7700614333152771,0.3741614818572998,-0.019978944212198257,0.7725057005882263,0.435128778219223,-0.01110962312668562,0.768384575843811,0.4739028215408325,0.003546787891536951,0.8059285879135132,0.4509507417678833,-0.007005272898823023,0.805368185043335,0.39543476700782776,-0.020119979977607727,0.803657054901123,0.4363013505935669,-0.008838260546326637,0.8002709150314331,0.46680304408073425,0.0049306415021419525
A,0.7737663984298706,0.6299890279769897,-2.507640317617188e-07,0.7188172936439514,0.5909601449966431,-0.0181934405118227,0.6839574575424194,0.5252229571342468,-0.026012809947133064,0.6701561212539673,0.4552500247955322,-0.035910651087760925,0.6662039160728455,0.3945048451423645,-0.04138004034757614,0.6944162845611572,0.45106303691864014,0.014231279492378235,0.6934955716133118,0.3835606873035431,-0.010169094428420067,0.7054939270019531,0.3944442868232727,-0.02432064153254032,0.7124940156936646,0.4330310821533203,-0.027499156072735786,0.7322844862937927,0.4413846731185913,0.013087457977235317,0.7337428331375122,0.3760450780391693,-0.010290279053151608,0.7404318451881409,0.432771235704422,-0.01626196689903736,0.7381418347358704,0.4720200300216675,-0.011660291813313961,0.768577516078949,0.4401679039001465,0.00569814071059227,0.7716875076293945,0.38163620233535767,-0.01739725098013878,0.7708678841590881,0.43581947684288025,-0.007418137043714523,0.766900897026062,0.4733017086982727,0.007382156793028116,0.805362343788147,0.4492354691028595,-0.004055558238178492,0.8048340082168579,0.40042421221733093,-0.01477301400154829,0.8002034425735474,0.4387776553630829,-0.0019114851020276546,0.7959973216056824,0.4680221974849701,0.012513281777501106
A,0.7739996314048767,0.6250438094139099,-2.406862051884673e-07,0.7177411317825317,0.5890331864356995,-0.014308077283203602,0.6839723587036133,0.5157117247581482,-0.01965205743908882,0.6759295463562012,0.4481147527694702,-0.027103973552584648,0.6701313257217407,0.3928038775920868,-0.031216664239764214,0.699394166469574,0.44590142369270325,0.00965663231909275,0.7008070945739746,0.3837750554084778,-0.012117699719965458,0.7091799378395081,0.38849642872810364,-0.023648472502827644,0.7129391431808472,0.41942960023880005,-0.025762367993593216,0.7367987632751465,0.4387003779411316,0.0061637782491743565,0.7402359247207642,0.377227783203125,-0.01687808148562908,0.7463551759719849,0.4313330352306366,-0.021609103307127953,0.7438250780105591,0.46922460198402405,-0.016207367181777954,0.7731099724769592,0.4407010078430176,-0.0023610368371009827,0.7771708965301514,0.3803543448448181,-0.025847190991044044,0.7789556980133057,0.4322603642940521,-0.016330845654010773,0.775553286075592,0.4687228798866272,-0.001844842336140573,0.8083083033561707,0.4524918794631958,-0.012572316452860832,0.8104532957077026,0.39959779381752014,-0.025569647550582886,0.8077486753463745,0.4362974762916565,-0.013626991771161556,0.8032433390617371,0.46549054980278015,0.0004267513286322355
S,0.7905539870262146,0.644302487373352,-1.5135496767015866e-07,0.7463117837905884,0.599868655204773,-0.026092778891324997,0.7249928712844849,0.5215443968772888,-0.03410966694355011,0.7440109848976135,0.4462433457374573,-0.04181140288710594,0.7769733667373657,0.40415698289871216,-0.04384317249059677,0.6999272108078003,0.46627572178840637,0.015014884062111378,0.6980332136154175,0.37914344668388367,-0.0007072921143844724,0.7094355225563049,0.40604621171951294,-0.01616847701370716,0.7155510783195496,0.4508357644081116,-0.023222791031003,0.736693263053894,0.44962605834007263,0.02214723639190197,0.7358531355857849,0.3710155189037323,0.009402087889611721,0.7510286569595337,0.40554267168045044,-0.007845351472496986,0.7555054426193237,0.447969526052475,-0.01632818579673767,0.7725485563278198,0.4462299644947052,0.023677967488765717,0.7708724737167358,0.3807838261127472,0.014392992481589317,0.7806049585342407,0.406138151884079,0.0060915700159966946,0.7837154865264893,0.4477342665195465,0.0029959799721837044,0.8076809048652649,0.45143577456474304,0.02218053489923477,0.8062151670455933,0.4015207290649414,0.020745476707816124,0.8114132881164551,0.4146732687950134,0.02094215899705887,0.8137580156326294,0.4437080919742584,0.022413646802306175
S,0.7830042839050293,0.6330716609954834,-2.3263231696546427e-07,0.7377110719680786,0.5910088419914246,-0.02593620866537094,0.7171263694763184,0.5127777457237244,-0.034408241510391235,0.7369108200073242,0.44158920645713806,-0.042915184050798416,0.7688966393470764,0.40619590878486633,-0.04554380103945732,0.6934666037559509,0.4658348262310028,0.010103989392518997,0.6899666786193848,0.3786850869655609,-0.01365012675523758,0.7077988386154175,0.41765257716178894,-0.031250059604644775,0.7141302824020386,0.46316301822662354,-0.038116905838251114,0.7326945066452026,0.4492325484752655,0.014409277588129044,0.7309199571609497,0.37331926822662354,-0.0075745899230241776,0.749484658241272,0.42360958456993103,-0.02179567515850067,0.7502676248550415,0.4700751304626465,-0.024668816477060318,0.770084798336029,0.4447779655456543,0.01247814018279314,0.7704561948776245,0.37844812870025635,-0.007666418794542551,0.7819546461105347,0.42621490359306335,-0.008975955657660961,0.7794366478919983,0.4742433428764343,-0.0029768457170575857,0.8045303225517273,0.4504982829093933,0.0075137498788535595,0.8052939772605896,0.39883407950401306,-0.003952822647988796,0.8130030632019043,0.42892879247665405,-0.0006418235134333372,0.811453104019165,0.4663051962852478,0.0064322445541620255
S,0.7812070846557617,0.6473346948623657,-2.808117187669268e-07,0.735968291759491,0.6053304076194763,-0.021365901455283165,0.7113332748413086,0.5185609459877014,-0.02782156877219677,0.7294500470161438,0.4451061189174652,-0.03541165590286255,0.7669370174407959,0.413929283618927,-0.03781125694513321,0.6953121423721313,0.46743401885032654,0.01269306056201458,0.6885749697685242,0.37650638818740845,-0.006930196657776833,0.703425943851471,0.4063108563423157,-0.02335362136363983,0.7117054462432861,0.45267823338508606,-0.030549602583050728,0.7320563793182373,0.45034539699554443,0.015101240016520023,0.7304125428199768,0.37287992238998413,-0.003737239632755518,0.7477121353149414,0.41600799560546875,-0.0189385786652565,0.7521824240684509,0.46614962816238403,-0.02372792735695839,0.7690908908843994,0.4465222954750061,0.012048477306962013,0.7685716152191162,0.37821558117866516,-0.0025976148899644613,0.7796867489814758,0.4127887189388275,-0.0070257061161100864,0.7817655205726624,0.46016621589660645,-0.005467271897941828,0.8052442669868469,0.45186352729797363,0.006136632990092039,0.8050272464752197,0.4016188383102417,-0.0008357386686839163,0.8107882142066956,0.42663705348968506,0.00067809724714607,0.8126726746559143,0.46619713306427,0.004600726068019867
S,0.7809740304946899,0.6578015685081482,-1.494848476113475e-07,0.7377943992614746,0.6112768054008484,-0.025464419275522232,0.717880368232727,0.5176078081130981,-0.03284868225455284,0.7427594065666199,0.4440424144268036,-0.0401611328125,0.7799786329269409,0.40770432353019714,-0.041979070752859116,0.6929696202278137,0.4716241955757141,0.012098333798348904,0.6921265125274658,0.3846985995769501,-0.007899338379502296,0.7049816846847534,0.40334242582321167,-0.025873351842164993,0.7138599157333374,0.4468468427658081,-0.033923208713531494,0.7311325669288635,0.4573783874511719,0.01748073101043701,0.7316684126853943,0.3750181198120117,-0.0034985411912202835,0.7478464841842651,0.40627023577690125,-0.023365121334791183,0.7565024495124817,0.4535934329032898,-0.030492758378386497,0.7689827680587769,0.45581838488578796,0.017170539125800133,0.7696048617362976,0.3837474584579468,0.00300329620949924,0.7791213989257812,0.401361346244812,-0.007714544888585806,0.7838811278343201,0.4420120418071747,-0.010402308776974678,0.8053228855133057,0.462309867143631,0.013771923258900642,0.8066465854644775,0.4151850640773773,0.008312827907502651,0.8107906579971313,0.4183959364891052,0.004600067622959614,0.8127917647361755,0.43943876028060913,0.004397241864353418
S,0.785327136516571,0.651144802570343,-3.665419114895485e-07,0.7403620481491089,0.607444703578949,-0.025486068800091743,0.7150272727012634,0.5163009166717529,-0.02984430640935898,0.7331194281578064,0.4387798607349396,-0.03520294278860092,0.7680438756942749,0.40646103024482727,-0.03350575640797615,0.6944438219070435,0.46518996357917786,0.019075287505984306,0.6906706094741821,0.38066911697387695,-0.006621791981160641,0.704184889793396,0.42764148116111755,-0.021471096202731133,0.7094019055366516,0.4714573621749878,-0.0247469712048769,0.7298169136047363,0.44835275411605835,0.023834746330976486,0.7286484837532043,0.3779357969760895,-0.0006725678103975952,0.7429733872413635,0.4387173056602478,-0.009272742085158825,0.7443798184394836,0.47752368450164795,-0.005357304587960243,0.7670349478721619,0.44409114122390747,0.020823292434215546,0.7665765285491943,0.38710740208625793,-0.0018379545072093606,0.7748032212257385,0.44544366002082825,0.0024411422200500965,0.772358775138855,0.48538148403167725,0.01444325502961874,0.802789568901062,0.4477722644805908,0.0145913390442729,0.8019304871559143,0.39841705560684204,0.005920096766203642,0.8063217401504517,0.4367949366569519,0.013868683017790318,0.8059701323509216,0.4691660702228546,0.025067085400223732
S,0.7788805961608887,0.6433061957359314,-2.562134397976479e-07,0.731829047203064,0.59669029712677,-0.023449856787919998,0.7134650349617004,0.5179746150970459,-0.028826691210269928,0.7373438477516174,0.4442673921585083,-0.03551725298166275,0.7695919275283813,0.40729543566703796,-0.035906169563531876,0.6950747966766357,0.4684240520000458,0.02423311397433281,0.6912104487419128,0.3868822455406189,0.0036125543992966413,0.7038528919219971,0.4263339340686798,-0.012434213422238827,0.708189845085144,0.46525752544403076,-0.018370315432548523,0.731513500213623,0.4520987272262573,0.028656087815761566,0.7296517491340637,0.37840530276298523,0.010077334009110928,0.742019534111023,0.42961829900741577,-0.003860010299831629,0.7415561079978943,0.46363723278045654,-0.006839687470346689,0.7677358984947205,0.4484843611717224,0.026153752580285072,0.7675007581710815,0.38279229402542114,0.011261750012636185,0.7741748690605164,0.42309221625328064,0.009200879372656345,0.7725215554237366,0.4580584764480591,0.013329856097698212,0.8037624955177307,0.45459794998168945,0.020539380609989166,0.804553747177124,0.4018073081970215,0.018633028492331505,0.8071231245994568,0.4255260229110718,0.024136731401085854,0.804817259311676,0.45436185598373413,0.030865194275975227
S,0.7832098007202148,0.638677716255188,-2.408515911156428e-07,0.7360202074050903,0.6074272394180298,-0.023474199697375298,0.7093750238418579,0.531682014465332,-0.035349003970623016,0.7282663583755493,0.4620867371559143,-0.04731115698814392,0.7598937153816223,0.4205853044986725,-0.054923165589571,0.6966890692710876,0.4701099097728729,-0.009670133702456951,0.6888923048973083,0.3858190178871155,-0.034821394830942154,0.7034133672714233,0.40695062279701233,-0.05093911290168762,0.7127708792686462,0.4509093761444092,-0.05694008991122246,0.7332789897918701,0.45084717869758606,-0.007967483252286911,0.7313058376312256,0.38033512234687805,-0.02983572892844677,0.7473393678665161,0.42210763692855835,-0.04006505757570267,0.7512646913528442,0.47170722484588623,-0.04170222580432892,0.7695571780204773,0.4462501108646393,-0.010989763773977757,0.7684098482131958,0.38581791520118713,-0.03080594353377819,0.7784475088119507,0.4276374578475952,-0.030108442530035973,0.7796552777290344,0.4754546284675598,-0.024371974170207977,0.803397536277771,0.4518665373325348,-0.016624078154563904,0.8044363856315613,0.4011537432670593,-0.02999541535973549,0.8107694387435913,0.4273846447467804,-0.026783473789691925,0.8113832473754883,0.4650936424732208,-0.02029838040471077
S,0.7747301459312439,0.6392199993133545,-1.107970604152797e-09,0.7314684391021729,0.5958355069160461,-0.023216435685753822,0.7129911780357361,0.5190447568893433,-0.02902565337717533,0.7343542575836182,0.45150089263916016,-0.03527430444955826,0.7658957242965698,0.41487327218055725,-0.036837346851825714,0.6929493546485901,0.46659529209136963,0.021758362650871277,0.6867220401763916,0.3896515369415283,0.0051955836825072765,0.7019860148429871,0.3873640298843384,-0.01396195963025093,0.7174745798110962,0.4176565110683441,-0.023824723437428474,0.7311519980430603,0.4506818652153015,0.02638288214802742,0.727283775806427,0.37757009267807007,0.009909083135426044,0.7466939091682434,0.39202943444252014,-0.013374948874115944,0.757979691028595,0.42817550897598267,-0.025781897827982903,0.7659059762954712,0.4489995539188385,0.025164784863591194,0.763633668422699,0.3833307921886444,0.010066577233374119,0.7750707268714905,0.39432382583618164,-0.0044629937037825584,0.7839778065681458,0.43382370471954346,-0.010643965564668179,0.8022629022598267,0.4549797773361206,0.021291570737957954,0.8021702170372009,0.40420597791671753,0.012868104502558708,0.8081596493721008,0.40883201360702515,0.007668166421353817,0.8127953410148621,0.436073899269104,0.00625988282263279
S,0.7781648635864258,0.6486952304840088,-1.7729978196712182e-07,0.7319673895835876,0.6050188541412354,-0.025928976014256477,0.7134165167808533,0.5202637314796448,-0.033188968896865845,0.7365665435791016,0.44727104902267456,-0.04151701554656029,0.7694368958473206,0.40460067987442017,-0.04491518810391426,0.6981224417686462,0.47493404150009155,0.01827879250049591,0.691631555557251,0.38817310333251953,-0.0019429096719250083,0.7043454051017761,0.4092806577682495,-0.019491953775286674,0.7128411531448364,0.4489806592464447,-0.027192359790205956,0.7343888282775879,0.45619115233421326,0.022552020847797394,0.7316930890083313,0.3792811930179596,0.0006326505681499839,0.7487026453018188,0.4209238290786743,-0.018900886178016663,0.7521119713783264,0.46977636218070984,-0.02556663379073143,0.768804669380188,0.4505358338356018,0.02041240595281124,0.7708403468132019,0.38475653529167175,-0.001576196518726647,0.7819766402244568,0.4269035756587982,-0.010516872629523277,0.7831699252128601,0.47970902919769287,-0.009332412853837013,0.8028427362442017,0.452833354473114,0.01551955658942461,0.8059358596801758,0.39949101209640503,0.001849458203651011,0.8142106533050537,0.42926353216171265,0.00035946888965554535,0.8158078789710999,0.4723615050315857,0.003917082212865353
S,0.7900986671447754,0.6280063390731812,-2.934408769306174e-07,0.748851478099823,0.5951218008995056,-0.025346944108605385,0.725139319896698,0.5307709574699402,-0.03840846195816994,0.7388765811920166,0.4641949236392975,-0.051342595368623734,0.7624488472938538,0.4198341965675354,-0.05869137495756149,0.7017638683319092,0.46109044551849365,-0.009442267008125782,0.6986026763916016,0.3762962818145752,-0.04180913418531418,0.7205415368080139,0.4113939106464386,-0.060770340263843536,0.7294279932975769,0.4540044963359833,-0.06722208112478256,0.7368282675743103,0.4419203996658325,-0.007754766847938299,0.7406277656555176,0.37575459480285645,-0.03905750438570976,0.7628040313720703,0.43156835436820984,-0.04991336166858673,0.7628136277198792,0.4775000512599945,-0.04871860146522522,0.7718461751937866,0.4337039291858673,-0.011599824763834476,0.7816762924194336,0.3924257457256317,-0.04133632779121399,0.7956027984619141,0.45805495977401733,-0.0362289622426033,0.7910173535346985,0.5061483383178711,-0.02332601323723793,0.8045064806938171,0.43742814660072327,-0.018148014321923256,0.8169621229171753,0.40314024686813354,-0.0361575111746788,0.8235793709754944,0.4467678964138031,-0.029622334986925125,0.8172853589057922,0.4836745858192444,-0.018494131043553352
